FTR_IDN,ORIG_FTR_IDN,SUB_IDN,SEGMENT_LENGTH,IS_SEMICIRCULAR,CNT_JNT
211327_13,211327,13,4.164079784764509,False,4
211327_14,211327,14,10.855726537509124,False,3
211327_15,211327,15,1.4995771949788717,False,3
3693_1,3693,1,5.165557802420846,False,3
3693_2,3693,2,7.3669343135192475,False,2
316651_1,316651,1,0.7297903398571609,False,2
316651_2,316651,2,2.1818738126167254,False,2
316651_3,316651,3,1.5884774087607667,False,2
316651_4,316651,4,1.2597119519166762,False,2
245307_1,245307,1,1.4996877518801737,False,3
245307_2,245307,2,12.779941107169888,False,3
245307_3,245307,3,1.9515449658748687,False,4
245307_4,245307,4,1.31370807413029,False,3
245307_5,245307,5,1.2687353277107853,False,3
245307_6,245307,6,10.690475055587765,False,4
245307_7,245307,7,1.2576716018265575,False,4
245307_8,245307,8,1.3586572762196907,False,4
245307_9,245307,9,11.560359358632324,False,3
245307_10,245307,10,1.3426476256518172,False,2
245307_11,245307,11,1.6355547884392851,False,2
245307_12,245307,12,9.516147935892139,False,2
245307_13,245307,13,1.399356585760646,False,3
3778_1,3778,1,4.761671222465771,False,3
3778_2,3778,2,6.826961238007453,False,3
3778_3,3778,3,1.9055105204347778,False,4
3778_4,3778,4,3.284972202925814,False,4
3778_5,3778,5,2.772200335761087,False,3
72224_1,72224,1,4.077778872679596,False,4
72224_2,72224,2,7.849725053068545,False,4
72224_3,72224,3,4.896579651898973,False,4
72224_4,72224,4,0.4936271869515935,False,3
72224_5,72224,5,2.5141161339976468,False,2
37938_1,37938,1,8.184350166707723,False,4
37938_2,37938,2,6.475711963040409,False,4
37938_3,37938,3,2.7224194496004004,False,4
37938_4,37938,4,0.7198518040399517,False,3
211403_1,211403,1,11.443627275691409,False,4
211403_2,211403,2,0.8948571156996794,False,4
211403_3,211403,3,5.454842752123545,False,4
211403_4,211403,4,1.8915568900841466,False,3
110993_1,110993,1,1.4997940486578627,False,3
110993_2,110993,2,9.888576610036298,False,3
110993_3,110993,3,1.7238760575682837,False,3
110993_4,110993,4,0.8218306547368273,False,4
110993_5,110993,5,11.83638077143948,False,4
110993_6,110993,6,0.6088859135295989,False,3
