cluster_id,repair_count,avg_lat,avg_lon,nearest_d_final,nearest_pipe,nearest_type,nearest_dist,max_d_final,max_d_pipe,avg_d_final,pipe_count,d_final_quartile
280,1,35.8909028,128.6040928,0.008120221385185,143986,SPLY_LS,10.083823254605345,0.0087750396165391,73320,0.007838316675733467,9,Q1
281,3,35.89185536666667,128.60505253333332,0.0070490120133337,107415,SPLY_LS,5.942158336118091,0.0124682733736618,73316,0.008260053533779831,7,Q2
282,2,35.8963635,128.6005926,0.0074416140343385,2874,SPLY_LS,11.227748869058722,0.0219413295028088,71261,0.010770452063606701,4,Q3
283,1,35.8970288,128.6009761,0.0070243142007364,177397,SPLY_LS,3.8277330131921468,0.0160397039126991,143236,0.008417194100691793,12,Q2
284,1,35.8947855,128.6115404,0.0113555882357891,4734,SPLY_LS,4.574133398232233,0.0691328720735496,418133,0.02564914444057254,7,Q4
285,1,35.8935864,128.6046368,0.0070650888913452,143172,SPLY_LS,7.765166252897871,0.0519568352686757,245471,0.01333340273856413,5,Q4
286,3,35.89703136666667,128.60700156666667,0.0073227849359928,177316,SPLY_LS,10.20396302765589,0.0127628932633723,106347,0.007558462797517704,9,Q1
287,1,35.8968985,128.5996514,0.0072880681994173,36475,SPLY_LS,8.851762948074844,0.0344210568161073,308962,0.013637597539209165,8,Q4
288,1,35.8958679,128.6034297,0.0071729670727845,406871,SPLY_LS,7.870833890303466,0.0129106067971176,37767,0.00811498793103874,6,Q2
289,1,35.8968767,128.6080844,0.0073092710385339,106482,SPLY_LS,8.528246679362901,0.0131904558592006,211251,0.008171005360836581,5,Q2
290,1,35.8964105,128.5988983,0.0080184210072018,36483,SPLY_LS,11.306259558383863,0.0123209634288065,210425,0.008013767393802553,7,Q2
291,1,35.8927626,128.6040563,0.0068239357211731,3954,SPLY_LS,5.470702718671084,0.1350025042639417,324943,0.02018801926090421,6,Q4
292,1,35.8919607,128.5968657,0.0092118763518987,175900,SPLY_LS,4.499547766254393,0.070855627345236,324893,0.01554834109853575,5,Q4
293,1,35.8964988,128.6085216,0.0083062264222522,42492,SPLY_LS,8.415904722497455,0.0539575075537303,106550,0.01639001706140908,13,Q4
294,1,35.8957541,128.612599,0.0142610961155335,177205,SPLY_LS,6.629507506086181,0.0142610961155335,177205,0.009334292599572578,6,Q3
295,2,35.8959285,128.612761,0.0081173287836417,3779,SPLY_LS,6.398264136008693,1.101002040881094,417714,0.19738715810449597,5,Q4
296,1,35.8945009,128.6106126,0.0061545769249454,212283,SPLY_LS,4.546524410560148,0.0123209634288065,450436,0.007315074443022692,8,Q1
297,1,35.8930396,128.6087085,0.0086194343809785,38791,SPLY_LS,5.300248903016066,0.0344210568161073,38783,0.0131641990590662,4,Q4
298,1,35.8959559,128.6044328,0.0070760398082516,245444,SPLY_LS,9.055791887844093,0.0533045613371663,245475,0.011998526291369063,8,Q3
299,2,35.8966439,128.6027469,0.007087456721622,245481,SPLY_LS,6.630073656677762,0.0451096390958521,324780,0.009743680166379132,16,Q3
300,1,35.8940245,128.6093829,0.0061656567578252,4719,SPLY_LS,6.343196892866708,0.007926710449501,143910,0.0067033315357939265,9,Q1
301,1,35.89267,128.6042972,0.0107956468845258,211469,SPLY_LS,8.730095270128379,0.0107956468845258,211469,0.009365088814200007,4,Q3
302,2,35.8950104,128.610865,0.006628916200947,106463,SPLY_LS,7.90566818937998,0.0128859660722632,3693,0.0077294121878020315,5,Q1
303,1,35.8974142,128.606475,0.0070366631070351,72420,SPLY_LS,7.271772027012159,0.093595030734312,177198,0.0176772138202397,11,Q4
304,1,35.8952943,128.6093955,0.0065531917755307,3842,SPLY_LS,7.002256470665875,0.007443944016659,72379,0.006738296214379469,8,Q1
305,1,35.8942994,128.6059823,0.0078537834979163,38864,SPLY_LS,5.404800221158129,0.0539575075537303,107368,0.012716036206298263,11,Q3
306,1,35.8917172,128.6032125,0.0070240812025043,4819,SPLY_LS,12.86477356978835,0.0709752717733486,107417,0.01593968315346343,8,Q4
307,1,35.8980531,128.6052826,0.0068861462491306,106789,SPLY_LS,8.351476943931752,0.0432973627238964,211681,0.01162259549943753,8,Q3
308,2,35.8980324,128.6046759,0.0071620161558781,177599,SPLY_LS,2.5349503967349722,0.016012490452254,434486,0.008772164704545782,11,Q2
