지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
87,20220127-0202,01-27,동구 방촌동 862-15,지상사유지,D13 앵글밸브수선 후 보호통수선,"789,310 ","789,310 ",0 ,0 ,"9,780 ","12,830 ","11,920 ","2,800 ","1,120 ","6,550 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,228.0,132,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-01-27,35.8815803,128.6696631
90,20220128-0031,01-28,동구 방촌동 1015-114,지하미누수,굴착확인 결과 미누수,"661,520 ","661,520 ",0 ,0 ,"8,080 ","10,610 ","9,860 ","2,310 ",930 ,"5,420 ",0,0,,,,,,227.0,124-2,,0 ,0 ,0 ,미등록,폐아 0.6,2022-01-28,35.8824447,128.6566618
91,20220128-0034,01-28,동구 방촌동 1015-78,지하공도,DTC D80x15㎜ 분기점 누수 수선,"455,570 ","455,570 ",0 ,0 ,"5,680 ","7,450 ","6,930 ","1,620 ",650 ,"3,810 ",0,0,15.0,부분기대,부분기대,노후,47.04,227.0,124-2,,0 ,0 ,0 ,미등록,,2022-01-28,35.8826902,128.6565809
92,20220128-0037,01-28,동구 방촌동 1015-44,지하사유지,D13 보호통 수선,"731,290 ","731,290 ",0 ,0 ,"8,810 ","11,550 ","10,730 ","2,520 ","1,010 ","5,900 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,142.56,227.0,124-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2022-01-28,35.8831077,128.6573004
93,20220128-0145,01-28,동구 송정동 246,지상공도,PE D50 접합부 수선완료(마을상수도),"876,430 ","876,430 ",0 ,0 ,"11,550 ","15,160 ","14,080 ","3,310 ","1,330 ","7,740 ",0,0,50.0,PE관,이형관,부식,1.1,201.0,54,0.0,0 ,0 ,0 ,미등록,폐아 0.3,2022-01-28,35.9867531,128.6221237
95,20220128-0205,01-28,동구 율암동 324,기타,D13 보호통 수선,"673,510 ","673,510 ",0 ,0 ,"7,830 ","10,270 ","9,540 ","2,240 ",900 ,"5,250 ",0,0,,,,,,233.0,228,,0 ,0 ,0 ,미등록,,2022-01-28,35.8780983,128.7048973
97,20220128-0413,01-28,동구 신천동 59-6,지상공도,STS D13mm 불용관 수선,"339,750 ","339,750 ",0 ,0 ,"4,760 ","6,240 ","5,800 ","1,360 ",540 ,"3,190 ",0,0,15.0,스텐레스관,이형관,노후,2,219.0,32,0.0,0 ,0 ,0 ,미등록,폐아 0.1,2022-01-28,35.8771014,128.6240927
1389,20211231-0447,01-01,동구 신무동 156-8,지상공도,D40 PE 불용관 수선,"1,297,840 ","1,297,840 ",0 ,0 ,"16,660 ","21,860 ","20,310 ","4,770 ","1,910 ","11,170 ",,0,40.0,PE관,직관,노후,1.72,201.0,307,,,,,미등록,폐아 0.7,2021-01-01,35.984194,128.674335
1390,20211231-0448,01-01,동구 용계동 394-16,지상공도,D150x25mm 분기점 수선완료,"3,034,910 ","2,796,910 ",0 ,"238,000 ","34,580 ","45,360 ","42,150 ","9,910 ","3,980 ","23,180 ",0,0,25.0,부분기대,부분기대,노후,4.58,226.0,135,0.0,0 ,0 ,0 ,미등록,폐아 0.8,2021-01-01,35.8775168,128.6844894
99,20220202-0099,02-02,동구 효목동 174-40,지상사유지,D13 계량기 보호통 수선,"767,920 ","767,920 ",0 ,0 ,"9,910 ","13,000 ","12,080 ","2,840 ","1,140 ","6,640 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-02,35.8813337,128.6453244
100,20220202-0114,02-02,동구 둔산동 1016,기타,미누수 외 8개소 현장출동(N=9),"399,690 ","399,690 ",0 ,0 ,"2,750 ","3,610 ","3,350 ",780 ,310 ,"1,840 ",,0,,,,,,226.0,102,,,,,미등록,,2022-02-02,35.8988455,128.6717611
101,20220203-0007,02-03,동구 신천동 787-8,지상사유지,D13 보호통 수선,"620,610 ","620,610 ",0 ,0 ,"7,170 ","9,410 ","8,750 ","2,050 ",820 ,"4,810 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,220.0,48,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-03,35.8690835,128.618452
102,20220204-0057,02-04,동구 지저동 832-5,기타,D13 앵글밸브수선 외 7개소수선(N=8),"618,240 ","618,240 ",0 ,0 ,"6,930 ","9,090 ","8,450 ","1,980 ",790 ,"4,640 ",,0,,,,,,208.0,106-2,,0 ,0 ,0 ,미등록,,2022-02-04,35.8926384,128.638429
103,20220204-0171,02-04,동구 신천동 497-25,지상사유지,D13 앵글밸브 수선 후 보호통 수선,"557,300 ","557,300 ",0 ,0 ,"6,400 ","8,400 ","7,800 ","1,830 ",730 ,"4,290 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,606.0,44-2,0.0,0 ,0 ,0 ,미등록,,2022-02-04,35.8735393,128.6312019
104,20220204-0433,02-04,동구 신평동 424-3,지상사유지,D13 보호통 수선,"659,210 ","659,210 ",0 ,0 ,"7,790 ","10,220 ","9,500 ","2,230 ",890 ,"5,220 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,226.0,133,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-04,35.888574,128.6792344
106,20220207-0431,02-07,동구 지저동 720-13,지상사유지,D13 보호통 수선,"742,870 ","742,870 ",0 ,0 ,"9,030 ","11,850 ","11,010 ","2,580 ","1,040 ","6,050 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,208.0,99,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-07,35.8949795,128.6363416
107,20220207-0494,02-07,동구 괴전동 145-1,지하공도,D25mm 불용관수선,"431,430 ","431,430 ",0 ,0 ,"6,930 ","9,090 ","8,440 ","1,980 ",790 ,"4,640 ",0,0,25.0,PFP관,이형관,노후,426.24,235.0,237-1,,0 ,0 ,0 ,등록,,2022-02-07,35.8717773,128.7341967
109,20220207-0511,02-07,동구 방촌동 1050-71,지상공도,D200 직관부 수선,"6,999,370 ","4,707,470 ","306,900 ","1,985,000 ","55,480 ","71,430 ","67,190 ","18,340 ","6,800 ","36,510 ",,0,200.0,닥타일관,직관,부식,2.89,227.0,124-2,0.0,0 ,0 ,0 ,등록,,2022-02-07,35.8816158,128.6607611
111,20220208-0361,02-08,동구 입석동 893-17,지상공도,D80×25 분기점수선,"1,515,950 ","1,515,950 ",0 ,0 ,"18,730 ","24,580 ","22,830 ","5,370 ","2,150 ","12,560 ",0,0,25.0,부분기대,부분기대,노후,3.5,210.0,108-1,0.775,882 ,760 ,122 ,미등록,"폐콘 0.7, 폐아 0.2",2022-02-08,35.8897553,128.6499382
112,20220209-0008,02-09,동구 동호동 90-28,지상사유지,D13 앵글밸브 수헌 후 보호통 수선,"688,630 ","688,630 ",0 ,0 ,"8,160 ","10,710 ","9,950 ","2,330 ",940 ,"5,470 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,233.0,257,0.0,0 ,0 ,0 ,미등록,,2022-02-09,35.86967,128.712378
113,20220209-0289,02-09,동구 효목동 471-11,지하공도,PFP D50x13 분기점 수선,"676,210 ","676,210 ",0 ,0 ,"9,570 ","12,560 ","11,670 ","2,740 ","1,100 ","6,420 ",0,0,15.0,부분기대,부분기대,노후,9.6,606.0,36,0.11,140 ,123 ,17 ,미등록,폐콘 0.4,2022-02-09,35.874399,128.6380187
117,20220210-0203,02-10,동구 신암동 775-2,지상사유지,D13 보호통 수선,"672,470 ","672,470 ",0 ,0 ,"7,990 ","10,480 ","9,740 ","2,290 ",920 ,"5,350 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,211.0,6,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-10,35.8831347,128.6163969
118,20220210-0261,02-10,동구 지저동 838-9,기타,"유량계실 내부청소(소구역유량계실 N=9개소, 중구역유량계실 N=3개소, 감압변실 N=3개소 내부 청소)","324,300 ","324,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,,,,,208.0,99,,0 ,0 ,0 ,미등록,,2022-02-10,35.8922799,128.6378607
119,20220210-0377,02-10,동구 미대동 292-1,지상사유지,D13 보호통 수선,"705,200 ","705,200 ",0 ,0 ,"7,980 ","10,470 ","9,730 ","2,280 ",910 ,"5,350 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,201.0,300,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-10,35.9584773,128.6681503
121,20220211-0246,02-11,동구 괴전동 145-1,지상사유지,D13 보호통 수선,"791,380 ","791,380 ",0 ,0 ,"9,610 ","12,610 ","11,710 ","2,750 ","1,100 ","6,440 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,235.0,237-1,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-11,35.8717773,128.7341967
123,20220214-0345,02-14,동구 효목동 212-8,지상사유지,D32 앵글밸브수선,"622,770 ","622,770 ",0 ,0 ,"6,660 ","8,750 ","8,130 ","1,910 ",760 ,"4,470 ",,0,32.0,계량기보호통(실),계량기보호통,노후,,214.0,28,,,,,미등록,,2022-02-14,35.8839437,128.6458447
124,20220214-0364,02-14,동구 신암동 219-1,지하사유지,D20 보호통 수선,"574,830 ","574,830 ",0 ,0 ,"6,720 ","8,820 ","8,190 ","1,920 ",770 ,"4,510 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,97.2,217.0,18,,0 ,0 ,0 ,미등록,,2022-02-14,35.882885,128.6235396
125,20220215-0076,02-15,동구 괴전동 6-1 산,지상사유지,D25 직관부 수선 및 D50 지수전밸브 설치,"841,400 ","841,400 ",0 ,0 ,"7,640 ","10,020 ","9,310 ","2,180 ",880 ,"5,120 ",,0,25.0,스텐레스관,직관,노후,,230.0,210,,,,,미등록,,2022-02-15,35.8779056,128.7436015
126,20220215-0130,02-15,동구 신천동 346-16,지하공도,D50x13 분기점수선 2개소 및 D13 보호통 하부 수선,"1,011,220 ","1,011,220 ",0 ,0 ,"14,790 ","19,410 ","18,030 ","4,240 ","1,700 ","9,920 ",0,0,15.0,부분기대,부분기대,노후,"1,104",606.0,44-2,0.212,241 ,208 ,33 ,미등록,폐콘 0.66,2022-02-15,35.8697627,128.6293211
128,20220215-0262,02-15,동구 방촌동 1113-68,지하공도,D50x15 분기점 누수 수선,"641,670 ","641,670 ",0 ,0 ,"7,470 ","9,800 ","9,110 ","2,140 ",860 ,"5,010 ",0,0,15.0,스텐레스관,이형관,노후,205.2,227.0,138,,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-15,35.8783455,128.6716121
130,20220215-0264,02-15,동구 방촌동 857-145,지하공도,이음부 수선,"179,410 ","179,410 ",0 ,0 ,"2,450 ","3,220 ","2,990 ",700 ,280 ,"1,640 ",0,0,50.0,PFP관,이형관,노후,"1,104",226.0,133,0.009,10 ,9 ,1 ,미등록,,2022-02-15,35.8801245,128.6723742
132,20220216-0061,02-16,동구 효목동 175-11,지상사유지,D13mm 계량기 보호통 수선,"661,350 ","661,350 ",0 ,0 ,"8,150 ","10,700 ","9,940 ","2,330 ",930 ,"5,460 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-16,35.8811413,128.644839
133,20220216-0063,02-16,동구 효목동 175-21,지상사유지,D13mm 계량기 보호통 수선,"574,830 ","574,830 ",0 ,0 ,"6,720 ","8,820 ","8,190 ","1,920 ",770 ,"4,510 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,0.0,0 ,0 ,0 ,미등록,,2022-02-16,35.8811863,128.6447086
134,20220216-0065,02-16,동구 효목동 175-9,지상사유지,D13 보호통 수선,"561,500 ","561,500 ",0 ,0 ,"6,470 ","8,490 ","7,890 ","1,850 ",740 ,"4,340 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,0.188,241 ,211 ,30 ,미등록,,2022-02-16,35.8813031,128.6449829
135,20220216-0322,02-16,동구 신암동 695-5,지하사유지,D13 보호통 수선,"616,960 ","616,960 ",0 ,0 ,"7,480 ","9,810 ","9,110 ","2,140 ",860 ,"5,010 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,11.28,211.0,2,,0 ,0 ,0 ,등록,,2022-02-16,35.8873712,128.6173325
136,20220216-0367,02-16,동구 용계동 369-2,지상공도,DTC D150mm 직관부 누수 수선(보수형 클램프),"3,944,190 ","2,931,790 ","257,400 ","755,000 ","42,020 ","55,130 ","51,220 ","12,040 ","4,840 ","28,180 ",,0,150.0,닥타일관,직관,노후,416,226.0,224-1,0.525,670 ,588 ,82 ,미등록,,2022-02-16,35.8767969,128.6846772
137,20220217-0050,02-17,동구 검사동 743-56 (74),지상사유지,D13 앵글밸브 수선후 보호통 수선,"598,560 ","598,560 ",0 ,0 ,"6,820 ","8,950 ","8,320 ","1,950 ",780 ,"4,570 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,0.0,0 ,0 ,0 ,미등록,,2022-02-17,35.8875345,128.661378
139,20220217-0165,02-17,동구 신평동 424-1,지상공도,"PE D40mm 접합부 수선 및 교체(STS D40m, L=10m)","2,227,320 ","2,227,320 ",0 ,0 ,"28,580 ","37,490 ","34,840 ","8,190 ","3,290 ","19,160 ",,0,40.0,PE관,직관,노후,10,226.0,116,0.008,10 ,9 ,1 ,미등록,폐콘 1.7,2022-02-17,35.8886564,128.6794495
140,20220217-0191,02-17,동구 신암동 208-13,지상사유지,D13 앵글밸브 수선 후 보호통 수선,"627,300 ","627,300 ",0 ,0 ,"7,710 ","10,110 ","9,400 ","2,210 ",880 ,"5,170 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,217.0,18,0.0,0 ,0 ,0 ,미등록,,2022-02-17,35.8794907,128.6221122
141,20220218-0397,02-18,동구 방촌동 112-9,지상사유지,D13 보호통 수선,"611,910 ","611,910 ",0 ,0 ,"7,070 ","9,280 ","8,620 ","2,020 ",810 ,"4,740 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,226.0,116,0.0,0 ,0 ,0 ,미등록,,2022-02-18,35.8927055,128.6767482
142,20220218-0398,02-18,동구 신천동 807-3,지상사유지,D13 보호통 수선,"616,960 ","616,960 ",0 ,0 ,"7,480 ","9,810 ","9,110 ","2,140 ",860 ,"5,010 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,220.0,48,0.0,0 ,0 ,0 ,미등록,,2022-02-18,35.8693604,128.6165557
143,20220218-0399,02-18,동구 신천동 833-11,지상사유지,D13 보호통 수선,"579,010 ","579,010 ",0 ,0 ,"6,790 ","8,910 ","8,280 ","1,940 ",780 ,"4,550 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,220.0,48,0.0,0 ,0 ,0 ,미등록,,2022-02-18,35.8690423,128.6169275
144,20220218-0400,02-18,동구 신천동 807-21,지상사유지,D13 보호통 수선,"639,650 ","639,650 ",0 ,0 ,"7,760 ","10,180 ","9,460 ","2,220 ",890 ,"5,200 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,220.0,48,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-18,35.8692134,128.6167
146,20220220-0003,02-20,동구 도학동 527,지상사유지,D13 접합부 수선,"327,590 ","327,590 ",0 ,0 ,"3,230 ","4,230 ","3,930 ",920 ,370 ,"2,160 ",0,0,15.0,스텐레스관,이형관,부식,,201.0,311,0.0,0 ,0 ,0 ,미등록,,2022-02-20,35.965853,128.7054296
148,20220221-0005,02-21,동구 부동 595-7,지상공도,D50x13 분기점 수선,"570,920 ","570,920 ",0 ,0 ,"7,020 ","9,210 ","8,560 ","2,010 ",800 ,"4,710 ",0,0,15.0,부분기대,부분기대,노후,2,225.0,110,0.0,0 ,0 ,0 ,미등록,,2022-02-21,35.894176,128.6823939
150,20220221-0074,02-21,동구 지저동 768-12,지상사유지,D13 보호통 수선,"645,510 ","645,510 ",0 ,0 ,"8,050 ","10,560 ","9,810 ","2,300 ",920 ,"5,400 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,208.0,92,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-21,35.8950708,128.6374301
151,20220221-0120,02-21,동구 도학동 547,지상사유지,D13 보호통 수선,"693,870 ","693,870 ",0 ,0 ,"7,990 ","10,480 ","9,740 ","2,290 ",920 ,"5,350 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,201.0,311,0.0,0 ,0 ,0 ,미등록,폐콘 0.07,2022-02-21,35.9660196,128.7055976
152,20220221-0139,02-21,동구 신기동 280-8,지상사유지,D13 앵글밸브 수선 후 보호통 수선,"689,690 ","689,690 ",0 ,0 ,"8,480 ","11,130 ","10,340 ","2,430 ",970 ,"5,690 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,233.0,251,0.0,0 ,0 ,0 ,미등록,폐콘 0.04,2022-02-21,35.8710803,128.7043856
153,20220221-0274,02-21,동구 불로동 574-3,지상공도,D40x13 분기점 수선,"655,020 ","655,020 ",0 ,0 ,"7,030 ","9,230 ","8,570 ","2,010 ",800 ,"4,710 ",0,0,15.0,부분기대,부분기대,노후,0.88,205.0,80,0.133,151 ,130 ,21 ,미등록,페아 0.1,2022-02-21,35.9106036,128.6428344
157,20220221-0532,02-21,동구 부동 595,지상공도,D80 제수변 스핀들 수선,"429,590 ","429,590 ",0 ,0 ,"4,910 ","6,440 ","5,980 ","1,400 ",560 ,"3,290 ",0,0,15.0,변류,본체,볼트이완,0.58,213.0,24,0.11,140 ,123 ,17 ,미등록,폐아 0.1,2022-02-21,35.895054,128.68236
158,20220221-0607,02-21,동구 용계동 18-4,지하공도,D80 제수변 스핀들 수선,"476,680 ","476,680 ",0 ,0 ,"4,940 ","6,480 ","6,020 ","1,410 ",560 ,"3,310 ",0,0,80.0,변류,본체,노후,249.6,230.0,201,0.11,140 ,123 ,17 ,미등록,폐아 0.1,2022-02-21,35.8768082,128.6994064
159,20220221-0622,02-21,동구 효목동 174-27,지상사유지,D20 굴착확인(미누수),"185,690 ","185,690 ",0 ,0 ,"3,040 ","3,990 ","3,710 ",870 ,350 ,"2,040 ",0,0,20.0,스텐레스관,이형관,부식,,213.0,38,0.0,0 ,0 ,0 ,미등록,,2022-02-21,35.8814658,128.6455656
160,20220222-0005,02-22,동구 효목동 68-17,지상사유지,PFP32mm 접합부 누수수선,"1,548,810 ","1,548,810 ",0 ,0 ,"17,820 ","23,380 ","21,720 ","5,100 ","2,050 ","11,950 ",0,0,32.0,PFP관,이형관,노후,,213.0,24,0.063,81 ,71 ,10 ,미등록,폐아 0.4,2022-02-22,35.8858768,128.6378889
163,20220223-0011,02-23,동구 지저동 768-14,지상사유지,D13 보호통 수선,"694,240 ","694,240 ",0 ,0 ,"8,430 ","11,060 ","10,280 ","2,410 ",970 ,"5,650 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,208.0,92,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-23,35.8951679,128.6373008
164,20220224-0289,02-24,동구 방촌동 925-16,지상사유지,D13mm 접합부 누수수선,"382,420 ","382,420 ",0 ,0 ,"4,370 ","5,740 ","5,330 ","1,250 ",500 ,"2,930 ",0,0,15.0,스텐레스관,이형관,부식,,228.0,125,0.008,10 ,9 ,1 ,미등록,,2022-02-24,35.883844,128.6644895
167,20220224-0477,02-24,동구 효목동 75-48,지하사유지,D13 보호통 수선,"622,110 ","622,110 ",0 ,0 ,"7,440 ","9,760 ","9,070 ","2,130 ",850 ,"4,990 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,246.24,213.0,24,,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-24,35.8855411,128.639779
168,20220224-0519,02-24,동구 율암동 362-2,지상사유지,D13 보호통 수선,"736,010 ","736,010 ",0 ,0 ,"8,850 ","11,610 ","10,790 ","2,530 ","1,010 ","5,930 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,230.0,201,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-24,35.8769462,128.7051978
169,20220224-0520,02-24,동구 효목동 472-9,지상사유지,D13 보호통 수선,"605,380 ","605,380 ",0 ,0 ,"7,160 ","9,390 ","8,720 ","2,050 ",820 ,"4,800 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,606.0,36,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-24,35.874484,128.6381998
170,20220225-0044,02-25,동구 방촌동 867-5,지상사유지,D13 보호통 수선,"598,360 ","598,360 ",0 ,0 ,"6,750 ","8,860 ","8,230 ","1,930 ",770 ,"4,530 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,,228.0,132,0.0,0 ,0 ,0 ,미등록,폐콘 0.06,2022-02-25,35.8815573,128.6686937
172,20220226-0062,02-26,동구 진인동 805-1,지상사유지,D13 접합부 수선,"487,630 ","487,630 ",0 ,0 ,"4,620 ","6,070 ","5,640 ","1,320 ",530 ,"3,100 ",,0,15.0,스텐레스관,직관,부식,,201.0,313,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2022-02-26,35.9554619,128.7122573
175,20220228-0298,02-28,동구 지묘동 1386,시설물수선,제수변 입상 3개소,"1,060,410 ","1,060,410 ",0 ,0 ,"9,480 ","12,440 ","11,560 ","2,710 ","1,090 ","6,360 ",0,0,,,,,,201.0,57,,0 ,0 ,0 ,미등록,,2022-02-28,35.9400292,128.63336
176,20220228-0303,02-28,동구 효목동 174-9,시설물수선,제수변 철개입상,"437,090 ","437,090 ",0 ,0 ,"4,880 ","6,400 ","5,950 ","1,390 ",560 ,"3,270 ",0,0,,,,,,213.0,38,0.11,140 ,123 ,17 ,미등록,폐아 0.1,2022-02-28,35.8816971,128.6449585
180,20220303-0008,03-03,동구 방촌동 125-11,지하미누수,현장확인(미누수),"174,750 ","174,750 ",0 ,0 ,"2,150 ","2,770 ","2,600 ",710 ,260 ,"1,410 ",0,0,,,,,,226.0,116,,0 ,0 ,0 ,미등록,폐콘 0.1,2022-03-03,35.8911856,128.6773594
181,20220303-0132,03-03,동구 백안동 467-18,기타,"현장출동(D13 계량기 설치 및 철거, N=7)","707,940 ","707,940 ",0 ,0 ,"8,020 ","10,320 ","9,710 ","2,650 ",980 ,"5,270 ",0,0,,,,,,201.0,309,,0 ,0 ,0 ,미등록,,2022-03-03,35.9559873,128.6921837
182,20220303-0419,03-03,동구 미대동 746-1,시설물수선,D25 게이트밸브 교체,"1,297,650 ","1,297,650 ",0 ,0 ,"18,530 ","23,860 ","22,440 ","6,120 ","2,270 ","12,190 ",0,0,,,,,,201.0,301,0.2,255 ,224 ,31 ,미등록,폐아 0.3,2022-03-03,35.9486169,128.6647221
184,20220303-0562,03-03,동구 방촌동 988-58,지하공도,D80x13 분기점 수선,"512,230 ","512,230 ",0 ,0 ,"7,370 ","9,490 ","8,930 ","2,430 ",900 ,"4,850 ",0,0,15.0,부분기대,부분기대,노후,208.32,228.0,123-2,,0 ,0 ,0 ,미등록,,2022-03-03,35.8846338,128.6616757
185,20220303-0601,03-03,동구 둔산동 481,지하공도,D13 연결부 수선,"336,510 ","336,510 ",0 ,0 ,"5,280 ","6,800 ","6,390 ","1,740 ",640 ,"3,470 ",,0,15.0,스텐레스관,이형관,부식,431.52,225.0,97,,,,,미등록,,2022-03-03,35.8999029,128.6828258
186,20220303-0604,03-03,동구 불로동 1199,지하공도,D25x15 분기점 수선,"384,690 ","384,690 ",0 ,0 ,"5,050 ","6,500 ","6,120 ","1,670 ",610 ,"3,320 ",0,0,32.0,부분기대,부분기대,노후,29.76,205.0,80,,0 ,0 ,0 ,미등록,,2022-03-03,35.9094695,128.6419531
188,20220304-0227,03-04,동구 지묘동 1345,배수관망유지수선,수계전환 작업완료,"7,615,790 ","7,615,790 ",0 ,0 ,"80,790 ","104,030 ","97,850 ","26,710 ","9,910 ","53,170 ",,0,,,,,,201.0,54,0.116,148 ,130 ,18 ,미등록,폐콘 1.4,2022-03-04,35.9421458,128.6281659
189,20220304-0352,03-04,동구 입석동 967-22,지상사유지,D13 계량기 보호통 수선,"596,550 ","500,950 ","95,600 ",0 ,"7,280 ","9,370 ","8,820 ","2,400 ",890 ,"4,790 ",,0,15.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,,,,,미등록,폐콘 0.1,2022-03-04,35.8934065,128.645684
190,20220305-0011,03-05,동구 숙천동 388 1201동,지상공도,D25 이음부 누수,"106,880 ","106,880 ",0 ,0 ,530 ,690 ,650 ,170 ,60 ,350 ,,0,25.0,스텐레스관,이형관,부식,3.92,230.0,210,,,,,미등록,,2022-03-05,35.8789326,128.7529412
191,20220307-0092,03-07,동구 미대동 680-1,지상공도,D80 제수변 스핀들 누수수선,"1,131,430 ","1,131,430 ",0 ,0 ,"16,300 ","20,990 ","19,740 ","5,390 ","2,000 ","10,730 ",0,0,80.0,변류,본체,노후,4.76,201.0,302,0.259,331 ,290 ,0 ,미등록,폐아 0.5,2022-03-07,35.9513881,128.6691276
192,20220307-0093,03-07,동구 효목동 75-31,기타,제수변 철개입상(N=3),"1,545,490 ","1,545,490 ",0 ,0 ,"23,010 ","29,830 ","27,870 ","7,600 ","2,820 ","15,140 ",0,0,,,,,,213.0,24,,0 ,0 ,0 ,미등록,폐아 0.8,2022-03-07,35.8850023,128.640432
194,20220307-0428,03-07,동구 효목동 504-9,지상공도,D80x13 분기점 수선,"1,232,180 ","1,232,180 ",0 ,0 ,"18,540 ","23,880 ","22,460 ","6,130 ","2,270 ","12,200 ",0,0,15.0,부분기대,부분기대,노후,0.56,606.0,36,0.282,360 ,316 ,0 ,미등록,폐아 0.6,2022-03-07,35.874171,128.6351397
196,20220307-0682,03-08,동구 신암동 608-37,기타,현장출동(N=8),"344,880 ","344,880 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,,,,,211.0,7,,0 ,0 ,0 ,미등록,,2022-03-08,35.8848015,128.6203381
197,20220307-0683,03-08,동구 신암동 708-101,지하공도,D13mm 접합부 누수 수선,"343,590 ","343,590 ",0 ,0 ,"5,540 ","7,140 ","6,710 ","1,830 ",670 ,"3,650 ",0,0,15.0,스텐레스관,이형관,부식,348.48,211.0,2,,0 ,0 ,0 ,미등록,,2022-03-08,35.8853135,128.6161204
198,20220307-0684,03-08,동구 신암동 657-109,지하공도,PFP D40x13 분기점 누수수선,"424,290 ","424,290 ",0 ,0 ,"6,330 ","8,150 ","7,670 ","2,090 ",770 ,"4,160 ",0,0,15.0,부분기대,부분기대,노후,348.48,211.0,3,,0 ,0 ,0 ,미등록,,2022-03-08,35.888617,128.6187077
199,20220308-0109,03-08,동구 신암동 708-162,지하미누수,터파기결과 미누수,"181,980 ","181,980 ",0 ,0 ,"2,770 ","3,570 ","3,360 ",910 ,330 ,"1,820 ",0,0,,,,,,211.0,2,,0 ,0 ,0 ,미등록,,2022-03-08,35.8846715,128.6159999
201,20220308-0113,03-08,동구 신천동 379-7,지하사유지,D13 계량기 보호통 교체,"609,270 ","513,670 ","95,600 ",0 ,"7,810 ","10,060 ","9,460 ","2,580 ",950 ,"5,140 ",0,0,15.0,계량기보호통(실),계량기보호통,노후,259.2,222.0,34,,0 ,0 ,0 ,미등록,폐콘 0.0828,2022-03-08,35.8755324,128.6294393
202,20220308-0117,03-08,동구 신천동 530-4,지하공도,제수변 스핀들 수선,"370,730 ","370,730 ",0 ,0 ,"5,790 ","7,460 ","7,020 ","1,910 ",710 ,"3,810 ",0,0,200.0,변류,본체,볼트이완,225.12,220.0,40,,0 ,0 ,0 ,미등록,,2022-03-08,35.8746585,128.6167808
