지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
278,20250625-0528,06-25,동구 도동 128,기타,공사 후 이토작업,"169,000 ","169,000 ",0 ,0 ,"2,080 ","2,640 ","2,110 ",590 ,260 ,"1,350 ",520,"1,960",,,,,,205.0,80,,0 ,0 ,0 ,미등록,,2025-06-25,35.9115556,128.6509809
279,20250625-0545,06-25,동구 효목동 441-4,지하사유지,D15mm 계량기 보호통 교체,"980,600 ","885,000 ","95,600 ",0 ,"14,470 ","18,370 ","14,700 ","4,170 ","1,870 ","9,390 ","2,510","20,400",15.0,계량기보호통(실),계량기보호통,노후,897.6,223.0,46-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-25,35.8764304,128.6372822
280,-,06-25,동구 지저동 669-31,노후관교체공사,노후배수관 교체공사 PFP D40mm 69M -> STS D40mm 69M,"11,107,110 ","10,503,000 ","604,110 ",0 ,"186,030 ","236,150 ","188,970 ","53,610 ","24,090 ","120,700 ","29,230","280,550",,,,,,208.0,92,0.1,145 ,129 ,16 ,미등록,폐아 0.2,2025-06-25,35.8970478,128.6372753
281,20250625-0714,06-25,동구 내동 244,지상사유지,HIVP D15mm 인입선 누수수선,"599,000 ","599,000 ",0 ,0 ,"7,950 ","10,100 ","8,080 ","2,290 ","1,020 ","5,160 ","1,830","10,640",15.0,HIVP관,직관,노후,1.8,201.0,297-1,0.0,0 ,0 ,0 ,미등록,,2025-06-25,35.9682979,128.6585462
282,20250626-0181,06-26,동구 평광동 652,지상공도,D80mm 제수밸브 누수수선,"1,068,000 ","1,068,000 ",0 ,0 ,"13,370 ","16,970 ","13,580 ","3,850 ","1,730 ","8,670 ","3,170","15,560",80.0,변류,접합부,볼트이완,13.6,206.0,72,0.2,290 ,258 ,32 ,등록,폐아 0.4,2025-06-26,35.9249991,128.7027237
283,20250626-0328,06-26,동구 미대동 597,지상사유지,D15mm 계량기실 누수수선,"202,000 ","202,000 ",0 ,0 ,"2,240 ","2,840 ","2,270 ",640 ,290 ,"1,450 ",640,"2,090",15.0,계량기보호통(실),계량기보호통,노후,,201.0,303,,,,,미등록,,2025-06-26,35.9497356,128.6753723
284,20250626-0632,06-26,동구 율암동 467,지하사유지,D20mm 계량기 보호통 교체,"1,363,000 ","1,235,000 ","128,000 ",0 ,"16,310 ","20,710 ","16,570 ","4,700 ","2,110 ","10,580 ","3,310","23,430",20.0,계량기보호통(실),계량기보호통,노후,0,230.0,201,,0 ,0 ,0 ,미등록,폐콘 1..4,2025-06-26,35.8765655,128.7077246
285,20250626-0636,06-26,동구 내동 381-1,지하사유지,STS D15 인입선 누수수선,"383,000 ","383,000 ",0 ,0 ,"3,710 ","4,710 ","3,770 ","1,070 ",480 ,"2,410 ","1,240","6,270",15.0,스텐레스관,이형관,노후,"1,231.92",201.0,297,,0 ,0 ,0 ,미등록,,2025-06-26,35.9670113,128.6576685
286,20250626-0640,06-26,동구 내동 101-4,지하공도,STS D50mm 직관부 누수수선,"1,479,000 ","1,479,000 ",0 ,0 ,"15,640 ","19,860 ","15,890 ","4,500 ","2,020 ","10,150 ","4,640","24,630",50.0,스텐레스관,직관,노후,"6,796.8",201.0,298,0.1,145 ,129 ,16 ,등록,폐아0.3,2025-06-26,35.969953,128.6614901
287,20250626-0669,06-26,동구 미대동 219-1,지하사유지,D15mm 계량기 보호통 교체,"831,600 ","736,000 ","95,600 ",0 ,"10,950 ","13,900 ","11,120 ","3,150 ","1,410 ","7,100 ","2,170","16,390",15.0,계량기보호통(실),계량기보호통,노후,"1,267.2",201.0,300,,0 ,0 ,0 ,미등록,,2025-06-26,35.9611439,128.6687496
288,20250626-0672,06-26,동구 미대동 133-4,지하사유지,D15mm 계량기 보호통 교체,"959,600 ","864,000 ","95,600 ",0 ,"12,870 ","16,340 ","13,080 ","3,710 ","1,660 ","8,350 ","2,520","19,000",15.0,계량기보호통(실),계량기보호통,노후,"1,288.8",201.0,300,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-26,35.9602726,128.6704848
289,20250626-0675,06-26,동구 효목동 183-10,지하사유지,D15mm 계량기 보호통 교체,"988,600 ","893,000 ","95,600 ",0 ,"14,860 ","18,860 ","15,090 ","4,280 ","1,920 ","9,640 ","2,520","20,480",15.0,계량기보호통(실),계량기보호통,노후,"1,062",213.0,38,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-26,35.8795329,128.6473178
290,20250627-0004,06-27,동구 방촌동 128-24,지상사유지,D15mm 계량기실 누수수선,"340,000 ","340,000 ",0 ,0 ,"5,120 ","6,500 ","5,200 ","1,470 ",660 ,"3,320 ",970,"5,320",15.0,계량기보호통(실),계량기보호실,노후,,226.0,116,,,,,미등록,폐콘 0.1,2025-06-27,35.889838,128.6781593
291,20250627-0489,06-27,동구 내동 90-1,기타,확인 터파기 결과 미누수,"1,323,000 ","1,323,000 ",0 ,0 ,"16,310 ","20,700 ","16,560 ","4,700 ","2,110 ","10,580 ","3,940","18,990",,,,,,201.0,298,0.2,290 ,258 ,32 ,미등록,폐아 0.5,2025-06-27,35.9702566,128.662019
292,20250701-0020,07-01,동구 율암동 352-2,지상사유지,D15mm 계량기 보호통 교체,"1,026,600 ","931,000 ","95,600 ",0 ,"14,310 ","18,170 ","14,540 ","4,120 ","1,850 ","9,280 ","2,690","20,280",15.0,계량기보호통(실),계량기보호통,노후,,230.0,201,,,,,미등록,폐콘 0.1,2025-07-01,35.8770655,128.7077035
293,20250701-0022,07-01,동구 부동 539-4,지상사유지,D15mm 계량기 보호통 교체,"833,600 ","738,000 ","95,600 ",0 ,"11,200 ","14,210 ","11,370 ","3,220 ","1,450 ","7,260 ","2,130","16,860",15.0,계량기보호통(실),계량기보호통,노후,,226.0,118-1,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2025-07-01,35.8896831,128.6823718
294,20250701-0049,07-01,동구 봉무동 163-7,지상사유지,D25mm 계량기 보호통 교체,"1,184,000 ","1,026,000 ","158,000 ",0 ,"16,720 ","21,230 ","16,990 ","4,820 ","2,160 ","10,850 ","2,910","25,080",25.0,계량기보호통(실),계량기보호통,노후,,203.0,59,,,,,미등록,폐콘0.1,2025-07-01,35.9308764,128.6433654
295,20250701-0068,07-01,동구 중대동 432-1,지상사유지,D15mm 계량기 보호통 교체,"962,600 ","867,000 ","95,600 ",0 ,"13,360 ","16,960 ","13,570 ","3,850 ","1,730 ","8,670 ","2,500","19,200",15.0,계량기보호통(실),계량기보호통,노후,,201.0,54,0.0,0 ,0 ,0 ,미등록,폐콘0.1,2025-07-01,35.9779346,128.6338335
296,20250701-0191,07-01,동구 동호동 91-1,지상사유지,D40mm 계량기 보호통 교체,"2,423,000 ","2,105,000 ","318,000 ",0 ,"31,960 ","40,570 ","32,460 ","9,210 ","4,130 ","20,730 ","5,970","46,060",40.0,계량기보호통(실),계량기보호통,노후,,233.0,257,0.1,145 ,129 ,16 ,미등록,폐콘0.2,2025-07-01,35.8704047,128.7127244
297,20250701-0311,07-01,동구 율암동 524-130,지상사유지,D15mm 계량기 보호통 교체,"751,600 ","656,000 ","95,600 ",0 ,"9,290 ","11,800 ","9,440 ","2,680 ","1,200 ","6,030 ","1,950","14,810",15.0,계량기보호통(실),계량기보호통,노후,,230.0,201,,,,,미등록,,2025-07-01,35.8771529,128.701506
298,20250701-0334,07-01,동구 중대동 580-3 소화전,지하공도,D100mm 지상식 소화전 누수수선,"2,149,000 ","2,149,000 ",0 ,0 ,"23,390 ","29,700 ","23,760 ","6,740 ","3,020 ","15,180 ","6,870","45,420",100.0,기타,기타,기타,"3,344.88",201.0,54,,0 ,0 ,0 ,미등록,,2025-07-01,35.9794122,128.6334017
299,20250702-0005,07-02,동구 입석동 961-22,지상사유지,D15mm 계량기 보호통 교체,"889,600 ","794,000 ","95,600 ",0 ,"12,300 ","15,620 ","12,500 ","3,540 ","1,590 ","7,980 ","2,280","18,000",15.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,,,,,미등록,폐콘0.1,2025-07-02,35.8919876,128.6455805
300,20250702-0041,07-02,동구 각산동 389-2,기타,D80mm 계량기실 양수작업,"101,000 ","101,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,370,0,,,,,,235.0,233,,,,,미등록,,2025-07-02,35.8737305,128.7150979
301,20250702-0323,07-02,동구 검사동 744-22,지하사유지,D15mm 계량기 보호통 교체,"902,600 ","807,000 ","95,600 ",0 ,"12,650 ","16,060 ","12,850 ","3,640 ","1,630 ","8,210 ","2,310","18,210",15.0,계량기보호통(실),계량기보호통,노후,0,210.0,108-1,,0 ,0 ,0 ,미등록,폐콘0.1,2025-07-02,35.8866386,128.6612905
302,20250703-0028,07-03,동구 지저동 669-31,지하사유지,D15mm 계량기 보호통 교체,"1,072,600 ","977,000 ","95,600 ",0 ,"15,520 ","19,700 ","15,760 ","4,470 ","2,000 ","10,070 ","2,770","21,600",15.0,계량기보호통(실),계량기보호통,노후,0,208.0,92,,0 ,0 ,0 ,미등록,폐콘0.2,2025-07-03,35.8970478,128.6372753
303,20250703-0029,07-03,동구 용수동 639,지하공도,D50mm 제수밸브 누수수선,"920,000 ","920,000 ",0 ,0 ,"10,460 ","13,280 ","10,630 ","3,010 ","1,350 ","6,790 ","2,800","11,690",50.0,변류,접합부,볼트이완,0,201.0,307,0.1,145 ,129 ,16 ,미등록,폐아0.3,2025-07-03,35.9758971,128.6771466
304,20250703-0033,07-03,동구 미곡동 516-1,지하미누수,확인 터파기 결과 미누수,"1,424,000 ","1,424,000 ",0 ,0 ,"18,270 ","23,190 ","18,560 ","5,260 ","2,360 ","11,850 ","4,190","21,180",,,,,,201.0,305,0.3,435 ,387 ,48 ,미등록,폐콘0.6,2025-07-03,35.9578117,128.6839372
305,20250703-0036,07-03,동구 백안동 560-5,지하공도,D80mm 제수밸브 누수수선,"1,017,000 ","1,017,000 ",0 ,0 ,"11,260 ","14,300 ","11,440 ","3,240 ","1,450 ","7,310 ","3,120","12,620",80.0,변류,접합부,볼트이완,"5,973.12",201.0,308-1,0.1,145 ,129 ,16 ,미등록,폐아0.3,2025-07-03,35.955153,128.6899494
306,20250703-0039,07-03,동구 미곡동 299-2,지하공도,D40mm 제수밸브 누수수선,"546,000 ","546,000 ",0 ,0 ,"5,770 ","7,320 ","5,860 ","1,660 ",740 ,"3,740 ","1,640","6,130",40.0,변류,접합부,접합부이완,0,201.0,307,0.2,290 ,258 ,32 ,미등록,폐콘0.3,2025-07-03,35.9613736,128.6865019
307,20250703-0041,07-03,동구 부동 548-13,지하사유지,D15mm 계량기 보호통 교체,"902,600 ","807,000 ","95,600 ",0 ,"12,310 ","15,620 ","12,500 ","3,540 ","1,590 ","7,980 ","2,330","18,350",15.0,계량기보호통(실),계량기보호통,노후,0,226.0,118-1,,0 ,0 ,0 ,미등록,폐콘0.1,2025-07-03,35.8896046,128.6835607
308,20250703-0062,07-03,동구 방촌동 1119-100,지상공도,STS D15mm 인입선 누수수선,"1,140,000 ","1,140,000 ",0 ,0 ,"15,660 ","19,880 ","15,910 ","4,510 ","2,020 ","10,160 ","3,450","19,480",15.0,스텐레스관,직관,부식,5.9,231.0,139,0.1,145 ,129 ,16 ,미등록,,2025-07-03,35.8756326,128.6703194
309,20250703-0117,07-03,동구 방촌동 722-1,지상사유지,D15mm 계량기실 누수수선,"136,000 ","136,000 ",0 ,0 ,"1,380 ","1,760 ","1,400 ",390 ,170 ,900 ,430,"1,300",15.0,계량기보호통(실),접합부,접합부이완,,228.0,123-2,,,,,미등록,,2025-07-03,35.8865215,128.6634926
310,20250703-0148,07-03,동구 율하동 209,지상사유지,D15mm 계량기실 누수수선,"121,000 ","121,000 ",0 ,0 ,460 ,580 ,460 ,130 ,50 ,300 ,420,530,15.0,계량기보호통(실),접합부,접합부이완,,233.0,250,,,,,미등록,,2025-07-03,35.8714017,128.6980626
311,20250704-0139,07-04,동구 입석동 883-36 A동 102호,기타,세대별 계량기 현장 확인,"69,000 ","69,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,250,0,,,,,,210.0,108-1,,,,,미등록,,2025-07-04,,
312,20250704-0200,07-04,동구 율하동 1216,지상사유지,D80mm 계량기실 양수작업,"101,000 ","101,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,370,0,80.0,기타,기타,기타,,234.0,273,,,,,미등록,,2025-07-04,35.8662259,128.6930162
313,20250704-0275,07-04,동구 신천동 37-8,지하사유지,D15mm 계량기 보호통 교체,"937,600 ","842,000 ","95,600 ",0 ,"13,610 ","17,270 ","13,820 ","3,920 ","1,760 ","8,830 ","2,360","19,290",15.0,계량기보호통(실),계량기보호통,노후,0,219.0,30,,0 ,0 ,0 ,미등록,폐콘0.2,2025-07-04,35.8767983,128.6215903
314,20250707-0110,07-07,동구 용계동 613-19 104동,지상사유지,D32mm 계량기 보호통 교체,"1,608,000 ","1,382,000 ","226,000 ",0 ,"21,580 ","27,390 ","21,920 ","6,220 ","2,790 ","14,000 ","3,950","34,400",32.0,계량기보호통(실),계량기보호통,노후,,231.0,246,,,,,미등록,폐콘 0.2,2025-07-07,35.8740335,128.6845161
315,-,07-07,동구 불로동 1063-16,노후관교체공사,노후배수관 교체공사 STS D25mm 24M -> STS D25mm 24M,"5,298,270 ","5,132,000 ","166,270 ",0 ,"78,760 ","99,980 ","80,000 ","22,690 ","10,190 ","51,100 ","14,980","104,140",,,,,,208.0,99,0.4,580 ,516 ,64 ,미등록,폐아 0.4,2025-07-07,35.8948921,128.6341009
316,-,07-07,동구 불로동 1063-37,노후관교체공사,노후배수관 교체공사(STS D25mm 30M -> STS D25mm 30M),"6,079,200 ","5,912,000 ","167,200 ",0 ,"91,450 ","116,080 ","92,890 ","26,350 ","11,840 ","59,330 ","17,070","151,690",,,,,,208.0,99,0.5,725 ,645 ,80 ,미등록,폐아 0.4,2025-07-07,35.8950802,128.6338932
317,20250707-0152,07-07,동구 용계동 386-12,지상사유지,D15mm 계량기 보호통 교체,"934,600 ","839,000 ","95,600 ",0 ,"12,770 ","16,210 ","12,970 ","3,680 ","1,650 ","8,280 ","2,430","18,640",15.0,계량기보호통(실),계량기보호통,노후,,226.0,224-1,,,,,미등록,폐콘0.1,2025-07-07,35.8770158,128.6838451
318,20250707-0281,07-07,동구 신암동 130-119,지하사유지,D15mm 계량기 보호통 교체,"840,600 ","745,000 ","95,600 ",0 ,"12,060 ","15,310 ","12,250 ","3,470 ","1,560 ","7,820 ","2,110","17,760",15.0,계량기보호통(실),계량기보호통,노후,0,209.0,1,,0 ,0 ,0 ,미등록,폐콘0.1,2025-07-07,35.8886384,128.6306513
319,20250708-0077,07-08,동구 효목동 89-25,지하사유지,D15mm 계량기 보호통 교체,"900,600 ","805,000 ","95,600 ",0 ,"13,050 ","16,570 ","13,260 ","3,760 ","1,680 ","8,470 ","2,290","18,730",15.0,계량기보호통(실),계량기보호통,노후,0,213.0,26,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-07-08,35.8854934,128.641723
320,20250708-0102,07-08,동구 부동 295-5,지상사유지,D15mm 계량기실 누수수선,"169,000 ","169,000 ",0 ,0 ,"2,080 ","2,640 ","2,110 ",590 ,260 ,"1,350 ",520,"1,960",15.0,계량기보호통(실),계량기보호통,노후,,226.0,117,,,,,미등록,,2025-07-08,35.8886324,128.6848766
322,20250709-0057,07-09,동구 신암동 816-5,지상사유지,D15mm 계량기 보호통 교체,"1,020,600 ","925,000 ","95,600 ",0 ,"14,890 ","18,910 ","15,130 ","4,290 ","1,920 ","9,660 ","2,610","21,120",15.0,계량기보호통(실),계량기보호통,노후,,211.0,6,,,,,미등록,폐콘 0.2,2025-07-09,35.8819404,128.6125813
323,20250709-0274,07-09,동구 입석동 925-10 105호,지상사유지,D25mm 계량기 보호통 교체,"1,086,000 ","928,000 ","158,000 ",0 ,"14,490 ","18,400 ","14,720 ","4,170 ","1,870 ","9,400 ","2,660","22,900",25.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,,,,,미등록,폐콘0.1,2025-07-09,35.8894268,128.6497345
324,20250709-0285,07-09,동구 신암동 619-3,지상사유지,D15mm 계량기 보호통 교체,"871,600 ","776,000 ","95,600 ",0 ,"12,550 ","15,930 ","12,750 ","3,610 ","1,620 ","8,140 ","2,200","18,110",15.0,계량기보호통(실),계량기보호통,노후,,211.0,9,,,,,미등록,폐콘0.1,2025-07-09,35.88569,128.6248123
325,20250709-0354,07-09,동구 신평동 698-1 1층,지상사유지,D15mm 계량기 보호통 교체,"920,600 ","825,000 ","95,600 ",0 ,"12,920 ","16,400 ","13,130 ","3,720 ","1,670 ","8,380 ","2,370","18,610",15.0,계량기보호통(실),계량기보호통,노후,,226.0,224-1,,,,,미등록,폐콘0.1,2025-07-09,35.8779495,128.6798884
326,20250710-0007,07-10,동구 방촌동 971-10,지하사유지,D15mm 계량기 보호통 교체,"891,600 ","796,000 ","95,600 ",0 ,"12,470 ","15,830 ","12,660 ","3,590 ","1,610 ","8,090 ","2,280","17,970",15.0,계량기보호통(실),계량기보호통,노후,0,228.0,123-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-07-10,35.8863646,128.6634363
327,20250710-0008,07-10,동구 신암동 165-19,지상공도,DTC D100*20mm 분기점 누수수선,"414,000 ","414,000 ",0 ,0 ,"5,180 ","6,580 ","5,260 ","1,490 ",670 ,"3,360 ","1,280","8,040",20.0,부분기대,부분기대,타공사손괴,9.9,217.0,17,,0 ,0 ,0 ,미등록,,2025-07-10,35.8809511,128.6163502
328,20250710-0009,07-10,동구 백안동 617-5,지하미누수,확인 터파기 결과 미누수,"1,460,000 ","1,460,000 ",0 ,0 ,"19,050 ","24,180 ","19,350 ","5,490 ","2,460 ","12,360 ","4,280","21,850",,,,,,201.0,308-1,0.3,435 ,387 ,48 ,미등록,폐콘 0.6,2025-07-10,35.9638907,128.694401
329,20250710-0010,07-10,동구 백안동 605 수도암,지하미누수,확인 터파기 결과 미누수,"2,009,000 ","2,009,000 ",0 ,0 ,"28,070 ","35,630 ","28,510 ","8,080 ","3,630 ","18,210 ","5,770","32,150",,,,,,201.0,308-1,0.3,435 ,387 ,48 ,미등록,폐아0.9,2025-07-10,35.9610125,128.6918854
330,20250710-0011,07-10,동구 백안동 347-2,지하공도,STS D50mm 직관부 누수수선,"1,539,000 ","1,539,000 ",0 ,0 ,"19,590 ","24,870 ","19,900 ","5,640 ","2,530 ","12,710 ","4,580","23,390",50.0,스텐레스관,직관,부식,"3,667.2",201.0,311,0.2,290 ,258 ,32 ,미등록,폐콘0.5,2025-07-10,35.961988,128.6984024
331,20250710-0012,07-10,동구 백안동 302,지하공도,STS D40mm 직관부 누수수선,"1,254,000 ","1,254,000 ",0 ,0 ,"15,250 ","19,360 ","15,490 ","4,390 ","1,970 ","9,890 ","3,770","18,140",40.0,스텐레스관,직관,부식,"2,292",201.0,312,0.1,145 ,129 ,16 ,미등록,폐아0.4,2025-07-10,35.9554586,128.6973726
332,20250710-0013,07-10,동구 백안동 346-2,지하사유지,D15mm 계량기 보호통 교체,"821,600 ","726,000 ","95,600 ",0 ,"10,700 ","13,580 ","10,870 ","3,080 ","1,380 ","6,940 ","2,140","16,200",15.0,계량기보호통(실),계량기보호통,노후,0,201.0,311,,0 ,0 ,0 ,미등록,,2025-07-10,35.9619236,128.6985617
333,20250710-0502,07-10,동구 방촌동 964-20,지하사유지,D15mm 계량기 보호통 교체,"910,600 ","815,000 ","95,600 ",0 ,"12,870 ","16,330 ","13,070 ","3,700 ","1,660 ","8,350 ","2,330","18,360",15.0,계량기보호통(실),계량기보호통,노후,0,228.0,123-2,,0 ,0 ,0 ,미등록,폐콘0.1,2025-07-10,35.8853584,128.6646384
334,20250710-0511,07-10,동구 도학동 331-1,지하공도,STS D15mm 인입선 누수수선,"888,000 ","888,000 ",0 ,0 ,"7,860 ","9,980 ","7,980 ","2,260 ","1,010 ","5,100 ","2,930","15,740",15.0,부분기대,부분기대,노후,"1,322.4",201.0,311,,0 ,0 ,0 ,미등록,,2025-07-10,35.9681728,128.6997778
335,20250710-0531,07-10,동구 미대동 236-3,지하사유지,STS D15mm 인입선 누수수선,"1,607,000 ","1,607,000 ",0 ,0 ,"17,620 ","22,370 ","17,900 ","5,070 ","2,280 ","11,430 ","4,990","27,460",15.0,스텐레스관,이형관,노후,"1,797.12",201.0,300,0.2,290 ,258 ,32 ,미등록,폐아 0.4,2025-07-10,35.9601406,128.6685224
336,20250710-0538,07-10,동구 도학동 1-1,지하공도,D80mm 제수밸브 잠금,"133,000 ","133,000 ",0 ,0 ,570 ,730 ,580 ,160 ,70 ,370 ,460,530,80.0,변류,본체,기타,0,201.0,311,,0 ,0 ,0 ,미등록,,2025-07-10,35.9898705,128.723816
337,20250710-0540,07-10,동구 효목동 387-16 도미노피자,지하공도,DTC D80mm 구분기점 누수수선,"792,000 ","792,000 ",0 ,0 ,"11,140 ","14,140 ","11,310 ","3,210 ","1,440 ","7,220 ","2,380","12,430",25.0,부분기대,부분기대,노후,"1,237.68",606.0,36,,0 ,0 ,0 ,미등록,,2025-07-10,35.8783962,128.6344129
338,20250711-0016,07-11,동구 율하동 973-5,지상사유지,D15mm 계량기 보호통 교체,"944,600 ","849,000 ","95,600 ",0 ,"12,840 ","16,300 ","13,040 ","3,700 ","1,660 ","8,330 ","2,430","18,330",15.0,계량기보호통(실),계량기보호통,노후,,233.0,255,,,,,미등록,폐콘 0.2,2025-07-11,35.8678061,128.6967497
339,20250711-0122,07-11,동구 방촌동 1014-6,지상사유지,D20mm 계량기 보호통 교체,"978,000 ","850,000 ","128,000 ",0 ,"13,470 ","17,110 ","13,690 ","3,880 ","1,740 ","8,740 ","2,460","20,390",20.0,계량기보호통(실),접합부,노후,,227.0,124-2,,,,,미등록,,2025-07-11,35.883497,128.6579857
340,20250711-0194,07-11,동구 효목동 289-3,지하공도,D80mm 제수밸브 누수수선,"2,412,000 ","1,314,000 ",0 ,"1,098,000 ","12,670 ","16,090 ","12,880 ","3,650 ","1,640 ","8,220 ","3,790","19,610",80.0,변류,접합부,교통하중,"1,329.36",606.0,36,,0 ,0 ,0 ,미등록,폐아 1.5,2025-07-11,35.8795087,128.6350096
341,20250711-0206,07-11,동구 사복동 527,지상공도,PFP D50*15mm 분기점 누수수선,"1,170,000 ","1,170,000 ",0 ,0 ,"15,800 ","20,050 ","16,050 ","4,550 ","2,040 ","10,250 ","3,560","20,640",15.0,PFP관,이형관,노후,0.12,236.0,268,,0 ,0 ,0 ,미등록,,2025-07-11,35.8705371,128.754387
342,20250714-0088,07-14,동구 각산동 389-2,미누수,D80mm 계량기실 양수작업,"101,000 ","101,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,370,0,,,,,,235.0,233,,,,,미등록,,2025-07-14,35.8737305,128.7150979
343,20250714-0443,07-14,동구 불로동 866-9,지상사유지,PFP D40mm 인입선 누수수선,"586,000 ","586,000 ",0 ,0 ,"9,600 ","12,190 ","9,760 ","2,760 ","1,240 ","6,230 ","1,660","10,100",40.0,PFP관,이형관,접합부이완,,207.0,90,,,,,미등록,폐콘 0.1,2025-07-14,35.9034096,128.6313138
344,20250715-0117,07-15,동구 지저동 645-13,지상사유지,D15mm 계량기 보호통 교체,"890,600 ","795,000 ","95,600 ",0 ,"12,280 ","15,590 ","12,470 ","3,540 ","1,590 ","7,960 ","2,290","18,040",15.0,계량기보호통(실),계량기보호통,노후,,208.0,101-2,,,,,미등록,폐콘 0.1,2025-07-15,35.8953994,128.6441467
345,20250716-0007,07-16,동구 도동 20-25,미누수,현장 확인 결과 미누수,"69,000 ","69,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,250,0,,,,,,205.0,80,,,,,미등록,,2025-07-16,35.9109503,128.6459511
346,20250715-0246,07-15,동구 방촌동 1119-100,시설물수선,소구역 유량계실내 압력계 교체(N=3),"1,179,000 ","1,179,000 ",0 ,0 ,"12,100 ","15,360 ","12,290 ","3,480 ","1,560 ","7,850 ","3,780","14,900",,,,,,231.0,139,,0 ,0 ,0 ,미등록,,2025-07-15,35.8756326,128.6703194
