cluster_id,중복_건수,평균_재작업_간격(일),최소_간격(일),최대_간격(일),기간,작업타입_패턴,구군,대표_주소
9898,2,1646.0,1646,1646,2008-04-18 ~ 2012-10-20,지하누수 → 지상누수,,
7599,3,1646.0,994,2298,2009-05-25 ~ 2018-05-31,지상누수 → 지하누수 → 지하누수,,
15814,2,1647.0,1647,1647,2015-10-21 ~ 2020-04-24,지하누수 → 지하누수,,
14169,2,1647.0,1647,1647,2013-07-11 ~ 2018-01-13,지하누수 → 지상누수,,
3733,3,1647.0,1647,1647,2011-06-27 ~ 2015-12-30,지하누수 → 지상누수 → 지상누수,,
12059,3,1647.0,1390,1904,2009-11-13 ~ 2018-11-21,지하누수 → 지상누수 → 지상누수,,
9489,2,1647.0,1647,1647,2007-06-25 ~ 2011-12-28,지하누수 → 지상누수,,
14342,2,1648.0,1648,1648,2017-11-23 ~ 2022-05-30,지상누수 → 지상누수,,
9149,2,1649.0,1649,1649,2011-10-27 ~ 2016-05-02,지상누수 → 지상누수,,
17486,3,1649.0,0,3298,2010-03-10 ~ 2019-03-22,지하누수 → 지하누수 → 긴급공사,,
262,4,1649.0,145,3632,2008-06-25 ~ 2022-01-13,지상누수 → 지상누수 → 지상누수 → 지상누수,,
8556,2,1649.0,1649,1649,2011-02-25 ~ 2015-09-02,지상누수 → 지상누수,,
1182,3,1649.5,2,3297,2010-07-12 ~ 2019-07-24,지상누수 → 지상누수 → 지하누수,,
4057,5,1649.5,1644,1655,2010-02-19 ~ 2019-03-04,지상누수 → 지상누수 → 지상누수 → 지상누수 → 지상누수,,
8790,2,165.0,165,165,2011-09-08 ~ 2012-02-20,지상누수 → 지상누수,,
17209,2,165.0,165,165,2020-11-26 ~ 2021-05-11,지하누수 → 지하누수,,
12906,2,165.0,165,165,2016-01-28 ~ 2016-07-12,지상누수 → 지상누수,,
17806,2,165.0,165,165,2018-11-23 ~ 2019-05-07,지하누수 → 지하누수,,
15416,2,165.0,165,165,2021-04-22 ~ 2021-10-05,지하누수 → 지상누수,,
562,2,165.0,165,165,2018-11-23 ~ 2019-05-07,지상누수 → 지상누수,,
10745,2,165.0,165,165,2013-02-02 ~ 2013-07-18,지상누수 → 지상누수,,
14397,2,165.0,165,165,2018-05-19 ~ 2018-10-31,지상누수 → 지상누수,,
17009,2,165.0,165,165,2014-11-28 ~ 2015-05-13,지하누수 → 지하누수,,
16672,3,165.0,165,165,2007-01-31 ~ 2007-07-16,지하누수 → 지하누수 → 관리대장,,
13533,3,165.0,31,299,2016-12-23 ~ 2017-11-19,지상누수 → 지상누수 → 지상누수,,
15751,2,165.0,165,165,2016-12-01 ~ 2017-05-16,지하누수 → 지하누수,,
16306,2,165.0,165,165,2014-11-19 ~ 2015-05-04,지하누수 → 지하누수,,
