wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT
"MultiLineString ((1099751.39028027863241732 1767201.19647352513857186, 1099755.73248960007913411 1767201.17886690003797412))",SA002,211409,2723063000,35803045,54000,19960905,,1,13,4,,0,0,1.80001E+12,1,13-96,211409,SA006,,163945,B,480,520,P0,0,19960905,SS002,
"MultiLineString ((1099751.38405472319573164 1767210.75232421746477485, 1099755.04101970000192523 1767210.73762069991789758))",SA002,211410,2723063000,35803045,54000,19931116,,1,13,6,,0,0,1.80001E+12,1,13-93,211410,SA006,,14775,B,480,520,P0,0,19931116,SS002,
"MultiLineString ((1099751.37806297792121768 1767219.94925272720865905, 1099755.8628193000331521 1767219.93150860001333058))",SA002,143098,2723063000,35803045,54000,19900424,,1,13,6,,0,0,1.80001E+12,1,13-90,143098,SA006,,55350,B,480,520,P0,0,19900424,SS002,
"MultiLineString ((1099703.5502148699015379 1767236.92005261010490358, 1099686.10183832002803683 1767228.19466567994095385))",SA002,3914,2723063100,35803045,54000,19980312,,1,13,20,,0,0,1.99803E+12,1,,3914,SA006,,116752,B,470,520,P0,0,,,
"MultiLineString ((1099738.70025714999064803 1767181.7863707400392741, 1099734.55786680011078715 1767181.74714533006772399))",SA002,245440,2723063100,35803045,54000,19941115,,1,13,10,,0,0,1.80001E+12,1,13-94,245440,SA006,,1848,B,470,520,P0,0,,,
"MultiLineString ((1099751.39194270852021873 1767198.64477432239800692, 1099755.65442649996839464 1767198.62709999992512167))",SA002,143100,2723063000,35803045,54000,19960704,,1,13,10,,0,0,1.80001E+12,1,13-96,143100,SA006,,196697,B,480,520,P0,0,19960704,SS002,
"MultiLineString ((1099751.39744001999497414 1767190.20675488002598286, 1099756.22991071990691125 1767190.18638901994563639))",SA002,177239,2723063000,35803045,54000,19910406,,1,13,6,,0,0,1.80001E+12,1,,177239,SA006,,81738,B,480,520,P0,0,,,
"MultiLineString ((1099674.37791623990051448 1767201.80678141000680625, 1099677.26504092011600733 1767204.39232371002435684))",SA002,72445,2723063100,35803045,54000,19921223,,1,13,12,,0,0,1.80001E+12,1,,72445,SA006,,34674,B,470,520,P0,0,,,
"MultiLineString ((1099681.50305054010823369 1767179.98918902990408242, 1099678.06218187999911606 1767179.1689009799156338))",SA002,177342,2723063100,35803045,54000,19880417,,1,13,8,,0,0,1.80001E+12,1,,177342,SA006,,156535,B,470,520,P0,0,,,
"MultiLineString ((1099721.24564195005223155 1767204.03935438999906182, 1099724.68222538009285927 1767206.13361184997484088))",SA002,143140,2723063100,35803045,54000,20070514,,1,13,2,,0,0,2.00704E+12,1,07월 13일,143140,SA006,,209821,B,470,520,P0,0,,,
"MultiLineString ((1099676.83235047990456223 1767331.37403602991253138, 1099672.82928054989315569 1767331.52215285995043814))",SA002,38237,2723063100,35803045,54000,19920314,,1,13,8,,0,0,1.80001E+12,1,,38237,SA006,,81682,B,243,520,P0,0,,,
"MultiLineString ((1099676.65179856005124748 1767333.82486367993988097, 1099679.62919938005506992 1767334.13618399994447827))",SA002,143361,2723063100,35803045,54000,19920314,,1,13,8,,0,0,1.80001E+12,1,,143361,SA006,,176873,B,243,520,P0,0,,,
"MultiLineString ((1099669.43260116991586983 1767314.1324839498847723, 1099669.43147033010609448 1767320.63933266000822186))",SA002,245679,2723063100,35803045,54000,19900714,,1,13,3,,0,0,1.80001E+12,1,,245679,SA006,,68301,B,243,520,P0,0,,,
"MultiLineString ((1099650.67918009008280933 1767297.01488740998320282, 1099655.1142017999663949 1767297.06043181009590626))",SA002,106555,2723063100,35803045,54000,19900504,,1,13,8,,0,0,1.80001E+12,1,,106555,SA006,,183523,B,470,520,P0,0,,,
"MultiLineString ((1099684.03535444010049105 1767310.75902049010619521, 1099684.06375143001787364 1767305.67993782996200025))",SA002,211442,2723063100,35803045,54000,19930724,,1,13,12,,0,0,1.80001E+12,1,,211442,SA006,,88293,B,470,520,P0,0,,,
"MultiLineString ((1099698.26988725992850959 1767246.82379753002896905, 1099692.77083729999139905 1767246.00941823003813624))",SA002,37993,2723063100,35803045,54000,19950602,,1,13,8,,0,0,1.80001E+12,1,,37993,SA006,,116742,B,470,520,P0,0,,,
"MultiLineString ((1099664.03752325009554625 1767243.11298747011460364, 1099662.76989167998544872 1767239.55424230010248721))",SA002,3911,2723063100,35803045,54000,19910624,,1,13,4,,0,0,1.80001E+12,1,,3911,SA006,,75116,B,470,520,P0,0,,,
"MultiLineString ((1099700.33398716989904642 1767290.11196933011524379, 1099696.20817191991955042 1767290.08666901988908648))",SA002,211443,2723063100,35803045,54000,19930319,,1,13,10,,0,0,1.80001E+12,1,,211443,SA006,,123312,B,470,520,P0,0,,,
"MultiLineString ((1099652.66556955990381539 1767314.13105017994530499, 1099652.66562626999802887 1767317.54144665994681418))",SA002,106806,2723063100,35803045,54000,19930323,,1,13,7,,0,0,1.80001E+12,1,,106806,SA006,,209770,B,243,520,P0,0,,,
"MultiLineString ((1099642.89504279009997845 1767346.88999848999083042, 1099646.33238881011493504 1767346.37985494988970459))",SA002,72666,2723063100,35803045,54000,19930413,,1,13,12,,0,0,1.80001E+12,1,,72666,SA006,,47993,B,243,520,P0,0,,,
"MultiLineString ((1099703.98099955194629729 1767324.32698020758107305, 1099708.12279860000126064 1767325.71265919995494187))",SA002,4137,2723063100,35803045,54000,19930412,,1,13,8,,0,0,1.80001E+12,1,13-93,4137,SA006,,136644,B,243,520,P0,0,19930412,SS002,
"MultiLineString ((1099663.62259999010711908 1767314.13200090988539159, 1099663.62218662002123892 1767317.70833680010400712))",SA002,38239,2723063100,35803045,54000,19920423,,1,13,10,,0,0,1.80001E+12,1,,38239,SA006,,130044,B,243,520,P0,0,,,
"MultiLineString ((1099678.4956971500068903 1767310.7336030900478363, 1099678.65240422007627785 1767300.32144062989391387, 1099676.36693835002370179 1767300.31063751992769539))",SA002,177130,2723063100,35803045,54000,19930323,,1,13,18,,0,0,1.80001E+12,1,,177130,SA006,,196692,B,470,520,P0,0,,,
"MultiLineString ((1099641.14306675991974771 1767339.60696395998820662, 1099644.69344574003480375 1767338.99583223997615278))",SA002,3708,2723063100,35803045,54000,19930323,,1,13,10,,0,0,1.80001E+12,1,,3708,SA006,,110338,B,243,520,P0,0,,,
"MultiLineString ((1099663.80831991997547448 1767258.22371097002178431, 1099660.21181899006478488 1767258.16894590994343162))",SA002,177333,2723063100,35803045,54000,19910530,,1,13,6,,0,0,1.80001E+12,1,,177333,SA006,,8233,B,470,520,P0,0,,,
"MultiLineString ((1099702.24908341001719236 1767239.41471051005646586, 1099698.61145540000870824 1767237.46163960010744631))",SA002,37997,2723063100,35803045,54000,19900210,,1,13,4,,0,0,1.80001E+12,1,,37997,SA006,,190031,B,470,520,P0,0,,,
"MultiLineString ((1099677.15453390008769929 1767322.54872460011392832, 1099681.33447588002309203 1767322.63437360990792513))",SA002,245678,2723063100,35803045,54000,19941126,,1,13,6,,0,0,1.80001E+12,1,,245678,SA006,,183476,B,243,520,P0,0,,,
"MultiLineString ((1099698.01454975991509855 1767250.52522107004188001, 1099694.91034781001508236 1767250.31198322004638612))",SA002,211445,2723063100,35803045,54000,19940516,,1,25,4,,0,0,2.00612E+12,1,,211445,SA006,,34672,B,470,520,P0,0,,,
"MultiLineString ((1099667.30762739991769195 1767265.84373457008041441, 1099667.2100672300439328 1767270.60940174991264939))",SA002,72438,2723063100,35803045,54000,19880927,,1,13,5,,0,0,1.80001E+12,1,,72438,SA006,,110406,B,470,520,P0,0,,,
"MultiLineString ((1099681.20247184997424483 1767265.88737117010168731, 1099681.15023147989995778 1767279.95311179989948869))",SA002,3907,2723063100,35803045,54000,19920426,,1,13,19,,0,0,1.80001E+12,1,,3907,SA006,,130081,B,470,520,P0,0,,,
"MultiLineString ((1099702.60953504010103643 1767335.15019212011247873, 1099697.40674863988533616 1767334.67068044003099203))",SA002,72659,2723063100,35803045,54000,19930413,,1,20,6,,0,0,1.80001E+12,1,,72659,SA006,,196645,B,243,520,P0,0,,,
"MultiLineString ((1099704.08342204010114074 1767323.51869112998247147, 1099700.03529928997159004 1767322.95137567003257573))",SA002,38238,2723063100,35803045,54000,19930410,,1,13,12,,0,0,1.80001E+12,1,,38238,SA006,,183479,B,243,520,P0,0,,,
"MultiLineString ((1099700.76575498003512621 1767273.06967732007615268, 1099695.89188489993102849 1767272.97789557999931276))",SA002,245433,2723063100,35803045,54000,19930323,,1,13,10,,0,0,1.80001E+12,1,,245433,SA006,,190025,B,470,520,P0,0,,,
"MultiLineString ((1099650.71398884989321232 1767282.93989684991538525, 1099655.32955371006391943 1767282.98922346998006105))",SA002,143132,2723063100,35803045,54000,19881020,,1,13,6,,0,0,1.80001E+12,1,,143132,SA006,,41430,B,470,520,P0,0,,,
"MultiLineString ((1099700.5416833299677819 1767281.62675892002880573, 1099694.87809533998370171 1767281.50696307001635432))",SA002,106554,2723063100,35803045,54000,19930323,,1,13,10,,0,0,1.80001E+12,1,,106554,SA006,,61786,B,470,520,P0,0,,,
"MultiLineString ((1099681.16502017993479967 1767310.74631285993382335, 1099681.2398380299564451 1767295.46971423993818462))",SA002,245432,2723063100,35803045,54000,19930621,,1,13,26,,0,0,1.80001E+12,1,,245432,SA006,,55324,B,470,520,P0,0,,,
"MultiLineString ((1099664.02938290010206401 1767243.64871443994343281, 1099667.33398116007447243 1767243.69899800000712276))",SA002,37994,2723063100,35803045,54000,19910624,,1,13,4,,0,0,1.80001E+12,1,,37994,SA006,,176915,B,470,520,P0,0,,,
"MultiLineString ((1099683.92276044003665447 1767261.76657414995133877, 1099683.95460362988524139 1767257.51079185004346073))",SA002,3910,2723063100,35803045,54000,19940516,,1,20,3,,0,0,2.00611E+12,1,,3910,SA006,,163934,B,470,520,P0,0,,,
"MultiLineString ((1099659.36840654001571238 1767265.81878991005942225, 1099659.19485834008082747 1767269.92739321989938617))",SA002,245434,2723063100,35803045,54000,19910530,,1,13,10,,0,0,1.80001E+12,1,,245434,SA006,,143379,B,470,520,P0,0,,,
"MultiLineString ((1099642.03156793001107872 1767343.00578952999785542, 1099638.9120760599616915 1767344.51997308991849422))",SA002,211662,2723063100,35803045,54000,19911112,,1,13,6,,0,0,1.80001E+12,1,,211662,SA006,,130048,B,243,520,P0,0,,,
"MultiLineString ((1099579.92864170996472239 1767301.56723078992217779, 1099575.32977713993750513 1767301.49811529996804893))",SA002,315606,2723063100,35803045,54000,20050808,,1,20,4,,0,0,2.00507E+12,1,,315606,SA006,,246843,B,243,520,P0,0,,,
"MultiLineString ((1099566.66531601990573108 1767266.68852022988721728, 1099566.3627520299050957 1767262.88178968988358974))",SA002,177376,2723063100,35803045,54000,20200610,,1,25,4,,0,0,2.02005E+12,1,25-20,177376,SA006,,136682,B,243,520,P0,0,,,
"MultiLineString ((1099644.28097547008655965 1767359.49331040005199611, 1099640.36356887989677489 1767360.02853739005513489))",SA002,143358,2723063100,35803045,54000,19900813,,1,13,1,,0,0,2.00209E+12,1,,143358,SA006,,163905,B,243,520,P0,0,,,
"MultiLineString ((1099651.9572369500529021 1767425.02962207002565265, 1099647.72027134010568261 1767425.59896521992050111))",SA002,4143,2723063100,35803045,54000,19900519,,1,13,14,,0,0,1.80001E+12,1,,4143,SA006,,116711,B,243,520,P0,0,,,
"MultiLineString ((1099643.37062656995840371 1767352.8326031300239265, 1099646.9254253099206835 1767352.3468625599052757))",SA002,38236,2723063100,35803045,54000,19880711,,1,13,16,,0,0,1.80001E+12,1,,38236,SA006,,156487,B,243,520,P0,0,,,
"MultiLineString ((1099648.22915019001811743 1767397.24775446997955441, 1099644.02327518002130091 1767397.81263426993973553))",SA002,211657,2723063100,35803045,54000,19900813,,1,13,10,,0,0,1.80001E+12,1,,211657,SA006,,55288,B,243,520,P0,0,,,
"MultiLineString ((1099655.64037231006659567 1767452.47882305993698537, 1099650.4052384200040251 1767452.99269500002264977))",SA002,143359,2723063100,35803045,54000,19941207,,1,13,8,,0,0,1.80001E+12,1,,143359,SA006,,209765,B,243,520,P0,0,,,
"MultiLineString ((1099673.08358360989950597 1767375.19865228002890944, 1099669.31113987998105586 1767375.27383515005931258))",SA002,177600,2723063100,35803045,54000,19920314,,1,13,8,,0,0,1.80001E+12,1,,177600,SA006,,130045,B,243,520,P0,0,,,
"MultiLineString ((1099648.98152450006455183 1767402.85519192996434867, 1099653.20438169990666211 1767402.2886638599447906))",SA002,177604,2723063100,35803045,54000,19900618,,1,13,9,,0,0,1.80001E+12,1,,177604,SA006,,21451,B,243,520,P0,0,,,
"MultiLineString ((1099672.61613238998688757 1767385.08341476996429265, 1099670.6647178300190717 1767386.37847272004000843))",SA002,106800,2723063100,35803045,54000,19920314,,1,13,20,,0,0,1.80001E+12,1,,106800,SA006,,143335,B,243,520,P0,0,,,
"MultiLineString ((1099651.69321619998663664 1767423.060937280068174, 1099656.61041993997059762 1767422.40195316006429493))",SA002,211659,2723063100,35803045,54000,19900813,,1,13,8,,0,0,1.80001E+12,1,,211659,SA006,,1806,B,243,520,P0,0,,,
"MultiLineString ((1099672.24294603010639548 1767451.28615895006805658, 1099669.3637094299774617 1767436.41078370995819569))",SA002,245672,2723063100,35803045,54000,19880511,,1,13,12,,0,0,1.80001E+12,1,,245672,SA006,,1812,B,243,520,P0,0,,,
"MultiLineString ((1099643.93109147995710373 1767350.7978564000222832, 1099640.12203114992007613 1767353.07891158992424607))",SA002,245676,2723063100,35803045,54000,19900813,,1,13,8,,0,0,1.80001E+12,1,,245676,SA006,,163904,B,243,520,P0,0,,,
"MultiLineString ((1099624.04782457323744893 1767437.14585269615054131, 1099627.84325110004283488 1767434.10159490001387894))",SA002,106803,2723063100,35803045,54000,19930412,,1,13,6,,0,0,1.80001E+12,1,13-93,106803,SA006,,136645,B,243,520,P0,0,19930412,SS002,
"MultiLineString ((1099646.91927235992625356 1767387.76953643001616001, 1099642.95792947988957167 1767388.3011126599740237))",SA002,177603,2723063100,35803045,54000,19900618,,1,13,9,,0,0,1.80001E+12,1,,177603,SA006,,34638,B,243,520,P0,0,,,
"MultiLineString ((1099644.76772568002343178 1767371.45255224988795817, 1099640.76525586005300283 1767371.98950515990145504))",SA002,177601,2723063100,35803045,54000,19900813,,1,13,8,,0,0,1.80001E+12,1,,177601,SA006,,94933,B,243,520,P0,0,,,
"MultiLineString ((1099619.09975496004335582 1767403.19190808990970254, 1099623.82690241001546383 1767402.60198804992251098))",SA002,177605,2723063100,35803045,54000,19930412,,1,13,5,,0,0,1.80001E+12,1,,177605,SA006,,209769,B,243,520,P0,0,,,
"MultiLineString ((1099650.35621441993862391 1767413.10029692994430661, 1099655.02391762007027864 1767412.47456812998279929))",SA002,211658,2723063100,35803045,54000,19890506,,1,13,16,,0,0,1.80001E+12,1,,211658,SA006,,183487,B,243,520,P0,0,,,
"MultiLineString ((1099660.17425865004770458 1767454.99562972993589938, 1099659.72838945989497006 1767450.48964371997863054))",SA002,211660,2723063100,35803045,54000,19880516,,1,13,12,,0,0,1.80001E+12,1,,211660,SA006,,189987,B,243,520,P0,0,,,
"MultiLineString ((1099647.63468476990237832 1767392.81848813989199698, 1099651.82952587003819644 1767392.25548827997408807))",SA002,245669,2723063100,35803045,54000,19900813,,1,13,10,,0,0,1.80001E+12,1,,245669,SA006,,123272,B,243,520,P0,0,,,
"MultiLineString ((1099653.46837884001433849 1767436.29063711990602314, 1099652.57996597001329064 1767436.40984453004784882, 1099649.21243698010221124 1767436.861682039918378))",SA002,38233,2723063100,35803045,54000,19900519,,1,13,9,,0,0,1.80001E+12,1,,38233,SA006,,170202,B,243,520,P0,0,,,
"MultiLineString ((1099644.61384011991322041 1767361.92793239001184702, 1099647.93316048989072442 1767361.47459590993821621))",SA002,211656,2723063100,35803045,54000,19900813,,1,13,8,,0,0,1.80001E+12,1,,211656,SA006,,136660,B,243,520,P0,0,,,
"MultiLineString ((1099652.93950005993247032 1767432.34929620008915663, 1099657.82958509004674852 1767431.69391049002297223))",SA002,245671,2723063100,35803045,54000,19930323,,1,13,10,,0,0,1.80001E+12,1,,245671,SA006,,170188,B,243,520,P0,0,,,
"MultiLineString ((1099645.64369413000531495 1767378.17106994008645415, 1099641.09525832999497652 1767378.78164543001912534))",SA002,177602,2723063100,35803045,54000,19900813,,1,13,10,,0,0,1.80001E+12,1,,177602,SA006,,123271,B,243,520,P0,0,,,
"MultiLineString ((1099645.0819431699346751 1767373.79794896999374032, 1099649.55024350993335247 1767373.19911336991935968))",SA002,72663,2723063100,35803045,54000,19900813,,1,13,10,,0,0,1.80001E+12,1,,72663,SA006,,8181,B,243,520,P0,0,,,
"MultiLineString ((1099646.39375856006518006 1767383.57423215010203421, 1099651.01136642997153103 1767382.95469620008952916))",SA002,106802,2723063100,35803045,54000,19900707,,1,13,12,,0,0,1.80001E+12,1,,106802,SA006,,130051,B,243,520,P0,0,,,
"MultiLineString ((1099565.75405454006977379 1767270.95126588991843164, 1099566.48561827000230551 1767273.2604243999812752))",SA002,245476,2723063100,35803045,54000,19910821,,1,13,5,,0,0,1.80001E+12,1,13-91,245476,SA006,,48026,B,243,520,P0,0,,,
"MultiLineString ((1099650.83064243011176586 1767416.74456304009072483, 1099646.45839266991242766 1767417.33184620994143188))",SA002,245670,2723063100,35803045,54000,19880519,,1,13,6,,0,0,1.80001E+12,1,,245670,SA006,,116714,B,243,520,P0,0,,,
"MultiLineString ((1099621.70558648998849094 1767423.67325872997753322, 1099625.8948457099031657 1767423.15015128999948502))",SA002,4145,2723063100,35803045,54000,19930412,,1,13,5,,0,0,1.80001E+12,1,,4145,SA006,,94920,B,243,520,P0,0,,,
"MultiLineString ((1099620.45195355010218918 1767413.4774866399820894, 1099624.47890952997840941 1767412.97490808996371925))",SA002,4144,2723063100,35803045,54000,19920302,,1,13,4,,0,0,1.80001E+12,1,,4144,SA006,,170197,B,243,520,P0,0,,,
"MultiLineString ((1099673.15033490001223981 1767356.4813826500903815, 1099668.41572545003145933 1767356.0852516801096499))",SA002,416523,2723063100,35803045,54000,19920314,,1,13,8,,0,0,1.80001E+12,1,13-92,416523,SA006,,310032,B,243,520,P0,0,,,
"MultiLineString ((1099580.84655385999940336 1767326.55032686004415154, 1099576.80433124001137912 1767326.33026741002686322))",SA002,416592,2723063100,35803045,54000,19940728,,1,13,6,,0,0,1.80001E+12,1,13-94,416592,SA006,,310101,B,243,520,P0,0,,,
"MultiLineString ((1099624.12926365993916988 1767296.17151656001806259, 1099628.03457406000234187 1767296.1699897600337863))",SA002,211444,2723063100,35803045,54000,19880921,,1,13,7,,0,0,1.80001E+12,1,,211444,SA006,,101619,B,470,520,P0,0,,,
"MultiLineString ((1099598.99317257991060615 1767314.12440172000788152, 1099598.99227111996151507 1767316.81089020008221269))",SA002,245681,2723063100,35803045,54000,19930611,,1,13,6,,0,0,1.80001E+12,1,,245681,SA006,,27966,B,243,520,P0,0,,,
"MultiLineString ((1099610.26898582000285387 1767330.26849189004860818, 1099615.0488111199811101 1767330.42028512991964817))",SA002,4146,2723063100,35803045,54000,19930818,,1,13,8,,0,0,1.80001E+12,1,,4146,SA006,,123264,B,243,520,P0,0,,,
"MultiLineString ((1099650.70665107993409038 1767283.6866697499062866, 1099646.85579184000380337 1767283.86090282001532614))",SA002,177332,2723063100,35803045,54000,19900605,,1,13,7,,0,0,1.80001E+12,1,,177332,SA006,,130083,B,470,520,P0,0,,,
"MultiLineString ((1099597.54971457994543016 1767297.69734802003949881, 1099593.4335485000628978 1767297.6946269900072366))",SA002,106556,2723063100,35803045,54000,19921019,,1,13,10,,0,0,1.80001E+12,1,,106556,SA006,,68341,B,470,520,P0,0,,,
"MultiLineString ((1099597.55991983995772898 1767284.42583016003482044, 1099601.69912943989038467 1767284.4289047799538821))",SA002,299255,2723063100,35803045,54000,20031217,,1,32,5,,0,0,2.00312E+12,1,,299255,SA006,,196694,B,470,520,P0,0,,,
"MultiLineString ((1099650.67040214990265667 1767297.85363729996606708, 1099647.29283711989410222 1767298.03207627008669078))",SA002,3908,2723063100,35803045,54000,19930430,,1,13,10,,0,0,1.80001E+12,1,,3908,SA006,,34673,B,470,520,P0,0,,,
"MultiLineString ((1099597.56054752762429416 1767283.7180855602491647, 1099593.39491060003638268 1767283.71503060008399189))",SA002,143133,2723063100,35803045,54000,19921019,,1,13,10,,0,0,1.80001E+12,1,13-92,143133,SA006,,156529,B,470,520,P0,0,19921019,SS002,
"MultiLineString ((1099638.42951598996296525 1767335.33059462998062372, 1099637.73172078002244234 1767334.47004820010624826, 1099635.61870627989992499 1767335.39058630005456507))",SA002,72301,2723063100,35803045,54000,19900813,,1,13,8,,0,0,1.80001E+12,1,13-90,72301,SA006,,183553,B,243,520,P0,0,,,
"MultiLineString ((1099633.6034157199319452 1767314.03104540007188916, 1099633.49453461007215083 1767316.93555691000074148))",SA002,72667,2723063100,35803045,54000,20181231,,1,13,2,,0,0,2.01811E+12,1,13-18,72667,SA006,,203199,B,243,520,P0,0,,,
"MultiLineString ((1099639.46771192993037403 1767336.39403738011606038, 1099636.80472254008054733 1767337.93825026997365057))",SA002,211663,2723063100,35803045,54000,19941207,,1,13,8,,0,0,1.80001E+12,1,,211663,SA006,,136642,B,243,520,P0,0,,,
"MultiLineString ((1099624.12427408993244171 1767283.23873191000893712, 1099619.44111002003774047 1767283.24041700991801918))",SA002,72439,2723063100,35803045,54000,19880611,,1,13,7,,0,0,1.80001E+12,1,,72439,SA006,,88298,B,470,520,P0,0,,,
